Date,FB,GOOG,NFLX,AMZN,AAPL,FB,GOOG,NFLX,AMZN,AAPL
2019/7/25,200.710007,1132.119995,326.459991,1973.819946,207.020004,-0.01948897,-0.005013437,0.02644471,-0.013581404,-0.007938621
2019/7/26,199.75,1250.410034,335.779999,1943.050049,207.740005,-0.00479453,0.099379548,0.028148778,-0.015711795,0.003471896
2019/7/29,195.940002,1239.410034,332.700012,1912.449951,209.679993,-0.019258085,-0.008836037,-0.009214962,-0.015873812,0.009295204
2019/7/30,197.039993,1225.140015,325.929993,1898.530029,208.779999,0.005598218,-0.011580352,-0.020558606,-0.007305199,-0.004301464
2019/7/31,194.229996,1216.680054,322.98999,1866.780029,213.039993,-0.014363715,-0.006929253,-0.009061281,-0.016864881,0.020198847
2019/8/1,192.729996,1209.01001,319.5,1855.319946,208.429993,-0.007752778,-0.006324031,-0.010864058,-0.006157878,-0.021876689
2019/8/2,189.020004,1193.98999,318.829987,1823.23999,204.020004,-0.019437374,-0.01250122,-0.002099269,-0.017442026,-0.021385172
2019/8/5,181.729996,1152.319946,307.630005,1765.130005,193.339996,-0.039330804,-0.035523377,-0.035760226,-0.032390788,-0.053767772
2019/8/6,184.509995,1169.949951,310.100006,1787.829956,197,0.015181588,0.015183716,0.007997067,0.012778224,0.018753452
2019/8/7,185.149994,1173.98999,304.290009,1793.400024,199.039993,0.003462639,0.003447224,-0.018913622,0.003110704,0.010302046
2019/8/8,190.160004,1204.800049,315.899994,1832.890015,203.429993,0.026699569,0.025905424,0.037444465,0.021780691,0.021816157
2019/8/9,187.850006,1188.01001,308.929993,1807.579956,200.990005,-0.01222204,-0.014033972,-0.022310997,-0.013905055,-0.01206675
2019/8/12,185.369995,1174.709961,310.829987,1784.920044,200.479996,-0.013290003,-0.011258371,0.006131406,-0.012615289,-0.002540709
2019/8/13,188.449997,1197.27002,312.279999,1824.339966,208.970001,0.016478903,0.019022706,0.004654121,0.021844638,0.041476235
2019/8/14,179.710007,1164.290039,299.109985,1762.959961,202.75,-0.047488224,-0.027932489,-0.043088869,-0.034224067,-0.030217013
2019/8/15,182.589996,1167.26001,295.76001,1776.119995,201.740005,0.015898701,0.002547638,-0.011263,0.007437015,-0.004993929
2019/8/16,183.699997,1177.599976,302.799988,1792.569946,206.5,0.006060796,0.008819318,0.023524133,0.009219107,0.023320648
2019/8/19,186.169998,1198.449951,309.380005,1816.119995,210.350006,0.013356248,0.017550566,0.021497829,0.01305204,0.018472426
2019/8/20,183.809998,1182.689941,298.98999,1801.380005,210.360001,-0.01275762,-0.013237559,-0.034160216,-0.008149314,4.75149E-05
2019/8/21,183.550003,1191.25,297.809998,1823.540039,212.639999,-0.001415478,0.007211721,-0.003954402,0.012226648,0.010780237
2019/8/22,182.039993,1189.530029,296.929993,1804.660034,212.460007,-0.008260722,-0.00144488,-0.002959295,-0.010407461,-0.000846822
2019/8/23,177.75,1151.290039,291.440002,1749.619995,202.639999,-0.023848336,-0.032675209,-0.018662238,-0.030973609,-0.047322768
2019/8/26,180.360001,1168.890015,294.980011,1768.869995,206.490005,0.01457679,0.015171507,0.012073435,0.010942303,0.018821009
2019/8/27,181.300003,1167.839966,291.029999,1761.829956,204.160004,0.005198275,-0.000898734,-0.013481244,-0.003987905,-0.01134799
2019/8/28,181.759995,1171.02002,291.769989,1764.25,205.529999,0.002533974,0.002719321,0.002539432,0.001372654,0.006687984
2019/8/29,185.570007,1192.849976,296.779999,1786.400024,209.009995,0.020745099,0.018470201,0.017025337,0.012476764,0.01679007
2019/8/30,185.669998,1188.099976,293.75,1776.290039,208.740005,0.000538687,-0.003990009,-0.010262055,-0.005675493,-0.001292591
2019/9/3,182.389999,1168.390015,289.290009,1789.839966,205.699997,-0.017823648,-0.016728627,-0.015299389,0.00759927,-0.0146707
2019/9/4,187.139999,1181.410034,291.519989,1800.619995,209.190002,0.025709748,0.011081924,0.0076789,0.006004836,0.016824157
2019/9/5,190.899994,1211.380005,293.25,1840.719971,213.279999,0.019892705,0.025051541,0.005916911,0.022025736,0.019362912
2019/9/6,187.490005,1204.930054,290.170013,1833.51001,213.259995,-0.018024162,-0.005338691,-0.010558485,-0.003924616,-9.37966E-05
2019/9/9,188.759995,1204.410034,294.339996,1831.349976,214.169998,0.006750803,-0.00043167,0.014268545,-0.001178781,0.004258028
2019/9/10,186.169998,1206,287.98999,1820.550049,216.699997,-0.013816116,0.00131925,-0.021809826,-0.005914707,0.011743812
2019/9/11,188.490005,1220.170044,288.269989,1822.98999,223.589996,0.012384758,0.011681131,0.00097178,0.001339325,0.031300105
2019/9/12,187.470001,1234.25,288.859985,1843.550049,223.089996,-0.005426144,0.011473269,0.002044587,0.011215082,-0.00223874
2019/9/13,187.190002,1239.560059,294.149994,1839.339966,218.75,-0.001494683,0.004293027,0.018147731,-0.002286294,-0.019645734
2019/9/16,186.220001,1231.300049,294.290009,1807.839966,219.899994,-0.005195379,-0.006685964,0.000475885,-0.017274049,0.005243345
2019/9/17,188.080002,1229.150024,298.600006,1822.550049,220.699997,0.009938639,-0.001747669,0.014539199,0.008103903,0.003631429
2019/9/18,188.139999,1232.410034,291.559998,1817.459961,222.770004,0.000318946,0.002648736,-0.023859096,-0.002796746,0.009335567
2019/9/19,190.139999,1238.709961,286.600006,1821.5,220.960007,0.010574276,0.005098854,-0.017158273,0.002220437,-0.008158146
2019/9/20,189.929993,1229.930054,270.75,1794.160034,217.729996,-0.001105091,-0.007113183,-0.05689165,-0.015123373,-0.014725977
